Tweets,Sentiment
"No brainer. Go to the beach borrow a wooden bellyboard hand it back when you go home.

Keep Britain Tidy estimates that some 16000 polystyrene boards are abandoned on UK beaches every year.  

https://t.co/N7ldr4neBw https://t.co/BsuR12Q0nZ",Positive
"""Welcome to our Reagan-inspired free-market nightmare where profit &amp; productivity are prized over health; where plastic pollution – a child of big oil – is now found in the deepest oceans atop the highest mountains &amp; in fresh Antarctic snow."" https://t.co/vIxeTcuMaM",Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/Bozgcxj5Za,Positive
Atmospheric pollution which refers to objects carried by the wind to the ocean is a big problem. Items such as plastic bags and styrofoam containers become suspended in the water and don’t decompose.,Neutral
While it’s intentionally being released into the sea sewage also contributes to ocean pollution as well as plastic products. According to Ocean Conservancy eight million metric tons of plastic goes into our oceans every year.,Neutral
We’re excited to see Ocean Wise Innovator Lab winner Brittney St. Amant featured in the Tofino-Ucluelet Westerly News! Read about her documentary on impacts of plastic pollution on the unceded territories of the Nuu chah nulth First Nations. https://t.co/frfAxW9cjy,Positive
#Plastic can take hundreds of years to break down – and we keep making more. #BigOil #Pollution #Corruption #EnvironmentalDegradation #ManIsTheBastard https://t.co/yuYGRwkJT3,Positive
@flyfish71391169 @jamsandwich @MarinaPurkiss It is worse than that. The micro plastic pollution entering the food chain. Nitrogen flowing of fields from industrialised farming killing rivers.,Negative
@MelvynDanes I would want a massive discount to get rid of that plastic pollution.,Neutral
@backtolife_2023 @Yolo304741 I believe we’ve done some damage to our planet with plastic pollution and deforestation of rain forest- stuff like that. But the parasitic fears we’ve conjured up is them taking something too far. Every generation it’s something new: ice freeze ozone polluted air now this.. 🤷🏻‍♂️,Positive
"Fantastic to see brilliant parliamentary questions from @MonicaLennon7 MSP to help reduce #SingleUsePlastic in @ScotParl &amp; increase use &amp; awareness of reusables!

https://t.co/aNC5LUeMUz

Find out about what we @mcsuk are doing to help: https://t.co/onl7KKzxEL https://t.co/Fq0UR58kRx",Positive
Hiya eco-friendlies! Your number one polluting company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😷! You'll never guess that  carbon footprints are important!  Follow for more daily environmental facts!,Positive
".@HydrologyWur's #TimVanEmmerik: ""Consuming and polluting less #Plastics will help no matter where you go and may in fact have the greatest impact"" @TimVanEmmerik @WUR   

https://t.co/7PcCDnO00h https://t.co/8alsmebH6R",Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/ct4yhpdiIr,Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/Q2dNjURIkj the human death wish,Positive
🐢..... South Florida's baby sea turtles are threatened by plastic and light pollution https://t.co/q3IwwWCBwc,Positive
"The Guardian US: Plastic can take hundreds of years to break down – and we keep making more.
https://t.co/MUtcOwaNWS

via @GoogleNews",Positive
"With global plastic production doubling every decade or so this problem is only expected to get worse. But experts say it’s not all doom and gloom. 

https://t.co/F3ZEgqYdXP",Negative
plastic pollution : an estimated 12.7 million tonnes of plastic end up in the ocean each year (people - lets not die),Neutral
Plastic can take hundreds of years to break down – and we keep making more https://t.co/BtudJ0JEth,Positive
"Made of food grade plastic. Without processing pollution it is absolutely safe and reliable for use. Use for cookies biscuits pizzas fondant and more! Professional kitchen tool which is a great assist in baking and pastry.
------
🌐 https://t.co/WlPh48YbG8
.
#thebakedbite https://t.co/GhUEcM0QUn",Positive
"I've long thought plastic was a sin against Creation as making it reverses the fossil record that made the biosphere - often for one usage before we throw it away.
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/FdWGG8v0RJ",Positive
In the Tidal Thames News: Sewage pump-out service provision; @OfficialZSL plastic pollution survey; @FulhamReachBC's charity row; #TowerHamletsCanoeClub's visually impaired paddlers' webinar; Summer school for rowing and kayaking on the Thames https://t.co/h2wsCfTeny https://t.co/4PWsmV8uPU,Neutral
"Plastics have been a source of pollution since they were first developed “we just didn’t know about it” @SherriAMason past #CityClub speaker associate research professor and director of sustainability at Penn State Behrend via @clevelanddotcom 

https://t.co/Mi64P9jkbl",Positive
@3PawDogMom @PatriotFarmer2 @BobShrum Typically the activities that are most harmful to the environment are situated near marginalized communities which often don’t have the political capital to avoid or address the harms.   https://t.co/2zdszuyowT,Positive
"Converting plastic to diesel is not new tech
it releases tremendous amount of pollution 

The entire proses is named pyrolysis 
it release harmful substance &amp; gas

It requires high operational cost &amp; proper purification.",Positive
"""The Biden administration should fully engage in the UN global plastics treaty and pressure Congress to get on board."" 

We couldn't agree more: with less than six months until the next COP US leaders must step up on ending plastic overproduction.https://t.co/lfxo23RcCh",Positive
"'Americans throw away an estimated 2.5m plastic water bottles an hour. We need international cooperation to protect our planet and our health.'
https://t.co/HWu0PoI9WB",Neutral
"Plastic can take hundreds of years to break down – and we keep making more

Americans throw away an estimated 2.5m plastic water bottles an hour. We need international cooperation to protect our planet and our health
#plasticpollution
https://t.co/IOyTZ5yQFJ",Positive
"Plastic also found in Australian coastal reef fish - https://t.co/uyRLesMQKK via @Shareaholic 
#australianreef #australia #Reef #pollution #pollutionfree #animalrights #rapusia #ClimateEmergency",Neutral
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/RwLZDKMeMe,Positive
"‘Scale scale scale!’

Today Americans throw away an estimated 2.5m plastic water bottles every hour. Rather than drink from clean streams or from faucets that once brought us good municipal water

https://t.co/t7vMJyaIJy",Positive
"@JustineAmmendo1's latest research is featured by the @BBCWorld @BBCNews 👇

Plastic pollution: Birds all over the world are living in our rubbish - BBC News https://t.co/PNKSFwO6jD",Positive
"Plastic can take hundreds of years to break down – and we keep making more
By Kim Heacox
https://t.co/4OaNMRacgi
Americans throw away an estimated 2.5m plastic water bottles an hour. We need international cooperation to protect our planet and our health https://t.co/q8wCMXN5v4",Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/hGPCcEcn5m,Positive
Plastic can take hundreds of years to break down – and we keep making more https://t.co/2l8XFxYJSb,Positive
"Americans throw away an estimated 2.5m plastic water bottles an hour
Not corporations not the government but the American people.
Let that sink in for a moment and think about what YOU can do in your everyday life to change this.
#USA #plasticpollution 
https://t.co/0wJQH2dEGc",Negative
"#Webinar: ""Celebrating #Women in the #Waste Sector""
📅12.08.22
🕐09.00 CEST

ISWA's National Member @IWMSA invites the Women of Waste Task Force and @GRIDArendal to a session titled 'Informal Sector &amp; the #Plastic #Pollution Problem - from peon to partner'.",Negative
"With awareness about micro and nanoplastics there is a growing impetus to prevent and control their spread writes @sreesreearul 
Read this story.
https://t.co/N73LZieTFw
#scicomm #pollution #plastic @iitbombay https://t.co/CJfLT9IL3t",Neutral
"All these so called environmentalist are crying about CO2 and applauding the plastic bans in many countries shows how stupid they are 🧐
Papper bags are made from 😲🌳🌲 and those same trees need CO2 to grow and produce more O2 so if we start cutting more trees 🤔
#pollution",Negative
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/AnSU1krX18,Positive
Americans throw away an estimated 2.5m plastic water bottles an hour https://t.co/abLmz1TVQE,Neutral
@RandPaul That's a juice box straw.  They are glued to the side of juice boxes.  Keep posting like this to encourage other solutions to the juice box pollution problem!  ...and at least they aren't plastic wrapped in plastic anymore.,Negative
Plastic can take hundreds of years to break down – and we keep making more https://t.co/acC2Aew7no,Positive
"GALLERY | A month into the ban on single-use plastic Bengaluru shops still have it

https://t.co/ifrTjPM9OC https://t.co/kekWrRiugc",Neutral
"@dorfonlaw ""A litterbug who tosses his plastic soda bottle in the ocean makes a tiny contribution to global pollution but that's hardly an excuse.""

Precisely. 👍🏼",Positive
"Plastic is everywhere. A lot of it ends up in the ocean.
#environment #recycling #monplas #microplastics #nanoplastics #pollution #plasticfree https://t.co/scOxsTdc7n",Neutral
Americans discard ca. 2.5m plastic water bottles every hour buying single-use plastic that will take at least 400 years to break down and when it breaks down often from exposure to sunlight or from heat and other weathering it becomes microplastics. https://t.co/ZFr4RjwGPL,Negative
